"10","N05CA06","SECOBARBITAL","28:24.04","BARBITURATES"
"51218","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"51219","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"5122","A11JB","VITAMINS WITH MINERALS","88:28.01*","VITAMINS & MINERALS"
"51220","D11AA","ANTIHIDROTICS","84:12.00","ASTRINGENTS AND DEODORANTS"
"51221","D11AA","ANTIHIDROTICS","84:12.00","ASTRINGENTS AND DEODORANTS"
"51222","A11AA03","MULTIVITAMINS AND OTHER MINERALS INCL COMBINATIONS","88:28.01*","VITAMINS & MINERALS"
"51227","A11GB","ASCORBIC ACID (VIT C), COMBINATIONS","88:28.01*","VITAMINS & MINERALS"
"51228","A12AX","CALCIUM, COMBINATIONS WITH VITAMIN D AND/OR OTHER DRUGS","88:28.01*","VITAMINS & MINERALS"
"51229","D11AA","ANTIHIDROTICS","84:12.00","ASTRINGENTS AND DEODORANTS"
"5123","A02AB01","ALUMINIUM HYDROXIDE","56:04.00","ANTACIDS AND ADSORBENTS"
"51230","D11AA","ANTIHIDROTICS","84:12.00","ASTRINGENTS AND DEODORANTS"
"51231","D11AA","ANTIHIDROTICS","84:12.00","ASTRINGENTS AND DEODORANTS"
"51235","R01BA51","PHENYLPROPANOLAMINE, COMBINATIONS","04:04.20","PROPYLAMINE DERIVATIVES"
"51235","R01BA51","PHENYLPROPANOLAMINE, COMBINATIONS","12:12.00","SYMPATHOMIMETIC (ADRENERGIC) AGENTS"
"51236","R05DA20","COMBINATIONS","04:04.20","PROPYLAMINE DERIVATIVES"
"51236","R05DA20","COMBINATIONS","48:08.00","ANTITUSSIVES"
"51237","N02BE01","ACETAMINOPHEN (PARACETAMOL)","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS"
"51238","N02BE01","ACETAMINOPHEN (PARACETAMOL)","28:08.92","MISCELLANEOUS ANALGESICS AND ANTIPYRETICS"
"5124","A06AB57","CASCARA, COMBINATIONS","56:12.00","CATHARTICS AND LAXATIVES"
"51241","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51242","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51243","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51244","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51245","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51246","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51247","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51248","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51249","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51250","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51251","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51252","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51253","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51254","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51255","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51256","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51257","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51258","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51259","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51260","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51261","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51262","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51263","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51264","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51265","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51266","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51267","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51268","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51269","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"5127","A11EC","VITAMIN B-COMPLEX WITH MINERALS","",""
"51270","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51271","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51272","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51273","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51274","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51276","M02AB","CAPSAICIN AND SIMILAR AGENTS","84:24.04","BASIC LOTIONS AND LINIMENTS"
"51277","A12CC01","MAGNESIUM CHLORIDE","88:29.00*","MINERALS"
"51279","A02BA07","RANITIDINE BISMUTH CITRATE","56:28.12","HISTAMINE H2-ANTAGONISTS"
"51280","D02BA","PROTECTIVES AGAINST UV-RADIATION FOR TOPICAL USE","84:80.00","SUNSCREEN AGENTS"
"51281","A12AA","CALCIUM","88:29.00*","MINERALS"
"51282","D02BA","PROTECTIVES AGAINST UV-RADIATION FOR TOPICAL USE","84:80.00","SUNSCREEN AGENTS"
"51283","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51284","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51285","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51286","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51287","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51288","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51289","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51290","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51291","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51292","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51293","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51294","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51295","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51296","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51297","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51298","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51299","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"513","D08AG02","POVIDONE-IODINE","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES"
"5130","A11AA03","MULTIVITAMINS AND OTHER MINERALS INCL COMBINATIONS","88:28.01*","VITAMINS & MINERALS"
"51300","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51301","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51302","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51303","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51304","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51305","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51306","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51307","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51308","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51309","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"5131","N05AG02","PIMOZIDE","28:16.08.92","MISCELLANEOUS ANTIPSYCHOTICS"
"51310","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51311","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51312","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51313","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51314","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"51316","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51317","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51318","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51320","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51321","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51322","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51323","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51324","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51325","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51326","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51329","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"5133","","","56:16.01*","CHOLERETIC"
"51330","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51331","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51332","B03AE04","IRON, MULTIVITAMINS AND MINERALS","20:04.04","IRON PREPARATIONS"
"51332","B03AE04","IRON, MULTIVITAMINS AND MINERALS","88:28.01*","VITAMINS & MINERALS"
"51339","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"5134","D02AD","LIQUID PLASTERS","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES"
"5134","D02AD","LIQUID PLASTERS","84:08.00","ANTIPRURITICS AND LOCAL ANESTHETICS"
"51344","A12CE","SELENIUM","88:29.00*","MINERALS"
"51349","A12AX","CALCIUM, COMBINATIONS WITH VITAMIN D AND/OR OTHER DRUGS","88:29.00*","MINERALS"
"5135","V03AN","MEDICAL GASES","92:00.00","MISCELLANEOUS THERAPEUTIC AGENTS"
"51350","B03AE10","VARIOUS COMBINATIONS","88:28.01*","VITAMINS & MINERALS"
"51351","B03BA01","CYANOCOBALAMIN","88:08.00","VITAMIN B COMPLEX"
"51352","C01EB09","UBIDECARENONE","88:30.00*","OTHER NUTRITIONAL AGENTS"
"51353","B03BA51","CYANOCOBALAMIN, COMBINATIONS","88:08.00","VITAMIN B COMPLEX"
"51354","B03BA01","CYANOCOBALAMIN","88:08.00","VITAMIN B COMPLEX"
"51355","A12CX","OTHER MINERAL PRODUCTS","88:29.00*","MINERALS"
"51356","A12CX","OTHER MINERAL PRODUCTS","88:29.00*","MINERALS"
"51357","B03BA51","CYANOCOBALAMIN, COMBINATIONS","88:28.01*","VITAMINS & MINERALS"
"51358","A11JA","COMBINATIONS OF VITAMINS","88:12.00","VITAMIN C"
"51358","A11JA","COMBINATIONS OF VITAMINS","88:20.00","VITAMIN E"
"51359","A11JB","VITAMINS WITH MINERALS","88:28.01*","VITAMINS & MINERALS"
"5136","V03AN02","CARBON DIOXIDE","92:00.00","MISCELLANEOUS THERAPEUTIC AGENTS"
"51360","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"51361","D02BA","PROTECTIVES AGAINST UV-RADIATION FOR TOPICAL USE","84:80.00","SUNSCREEN AGENTS"
"51362","D02BA","PROTECTIVES AGAINST UV-RADIATION FOR TOPICAL USE","84:80.00","SUNSCREEN AGENTS"
"51364","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"51365","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"51366","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"51368","D08AJ01","BENZALKONIUM","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES"
"5137","V03AN04","NITROGEN","92:00.00","MISCELLANEOUS THERAPEUTIC AGENTS"
"51370","A11JB","VITAMINS WITH MINERALS","88:28.01*","VITAMINS & MINERALS"
"51371","A11JB","VITAMINS WITH MINERALS","88:28.01*","VITAMINS & MINERALS"
"51372","A11GA01","ASCORBIC ACID (VIT C)","88:12.00","VITAMIN C"
"51373","A11JB","VITAMINS WITH MINERALS","88:28.01*","VITAMINS & MINERALS"
"51376","A11JB","VITAMINS WITH MINERALS","88:28.01*","VITAMINS & MINERALS"
"51377","A11JB","VITAMINS WITH MINERALS","88:28.01*","VITAMINS & MINERALS"
"51378","A11GB01","ASCORBIC ACID (VIT C) AND CALCIUM","88:28.01*","VITAMINS & MINERALS"
"51379","A11GB01","ASCORBIC ACID (VIT C) AND CALCIUM","88:28.01*","VITAMINS & MINERALS"
"5138","V03AN03","HELIUM","92:00.00","MISCELLANEOUS THERAPEUTIC AGENTS"
"51382","A11HA05","BIOTIN","88:08.00","VITAMIN B COMPLEX"
"51383","A11CC05","COLECALCIFEROL","88:16.00","VITAMIN D"
"51384","A11HA03","TOCOPHEROL (VIT E)","88:28.01*","VITAMINS & MINERALS"
"51385","D04AX","OTHER ANTIPRURITICS","84:08.00","ANTIPRURITICS AND LOCAL ANESTHETICS"
"51387","A11AA03","MULTIVITAMINS AND OTHER MINERALS INCL COMBINATIONS","88:28.01*","VITAMINS & MINERALS"
"51388","B03AE01","IRON, VITAMIN B12 AND FOLIC ACID","20:04.04","IRON PREPARATIONS"
"51389","A11JB","VITAMINS WITH MINERALS","88:28.01*","VITAMINS & MINERALS"
"5139","V03AN","MEDICAL GASES","92:00.00","MISCELLANEOUS THERAPEUTIC AGENTS"
"51390","V06DX","OTHER COMBINATIONS OF NUTRIENTS","88:29.00*","MINERALS"
"51390","V06DX","OTHER COMBINATIONS OF NUTRIENTS","88:30.00*","OTHER NUTRITIONAL AGENTS"
"51393","A11HA03","TOCOPHEROL (VIT E)","88:20.00","VITAMIN E"
"51394","A12CX","OTHER MINERAL PRODUCTS","88:28.01*","VITAMINS & MINERALS"
"51396","","","88:12.00","VITAMIN C"
"51399","A11AA03","MULTIVITAMINS AND OTHER MINERALS INCL COMBINATIONS","88:28.01*","VITAMINS & MINERALS"
"514","D08AG02","POVIDONE-IODINE","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES"
"5140","V03AN","MEDICAL GASES","92:00.00","MISCELLANEOUS THERAPEUTIC AGENTS"
"51401","B03BA01","CYANOCOBALAMIN","88:08.00","VITAMIN B COMPLEX"
"51402","C01EB09","UBIDECARENONE","88:30.00*","OTHER NUTRITIONAL AGENTS"
"51403","A11AA03","MULTIVITAMINS AND OTHER MINERALS INCL COMBINATIONS","88:28.01*","VITAMINS & MINERALS"
"51404","A12AX","CALCIUM, COMBINATIONS WITH VITAMIN D AND/OR OTHER DRUGS","88:28.01*","VITAMINS & MINERALS"
"51406","A11AA03","MULTIVITAMINS AND OTHER MINERALS INCL COMBINATIONS","88:28.01*","VITAMINS & MINERALS"
"51407","A11EA","VITAMIN B-COMPLEX, PLAIN","88:08.00","VITAMIN B COMPLEX"
"51410","A12CE","SELENIUM","88:29.00*","MINERALS"
"51411","","","92:01.00*","HERBS AND NATURAL PRODUCTS"
"51413","D08AE05","CHLOROXYLENOL","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES"
"51414","D08AJ01","BENZALKONIUM","84:04.92","MISCELLANEOUS LOCAL ANTI-INFECTIVES"
"51416","N06BC01","CAFFEINE","28:20.92","ANOREXIGENIC AGENTS & RESPIRATORY AND CEREBRAL STIMULANTS, MISCELLANEOUS"
"51417","A12AA","CALCIUM","88:29.00*","MINERALS"
"51419","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51420","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51421","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51422","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51423","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51424","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51425","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51426","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51427","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51428","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51429","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51430","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51431","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51432","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51433","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51434","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51435","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51436","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51437","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51438","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51439","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51440","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51441","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51442","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51443","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51444","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51445","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51446","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51447","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51448","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51449","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51450","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51451","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51452","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51453","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51454","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51455","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51456","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51457","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51458","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51459","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51460","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51461","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51462","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51463","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51464","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51465","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51466","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51467","D02BA","PROTECTIVES AGAINST UV-RADIATION FOR TOPICAL USE","84:80.00","SUNSCREEN AGENTS"
"51468","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)"
"51470","","","88:29.00*","MINERALS"
"51473","A11JB","VITAMINS WITH MINERALS","88:28.01*","VITAMINS & MINERALS"
"51474","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"51475","D02BA30","COMBINATIONS OF PROTECTIVES AGAINST UV-RADIATION","84:80.00","SUNSCREEN AGENTS"
"51477","A12AX","CALCIUM, COMBINATIONS WITH VITAMIN D AND/OR OTHER DRUGS","88:28.01*","VITAMINS & MINERALS"
"51478","","","88:29.00*","MINERALS"
"51479","","","88:29.00*","MINERALS"
"51480","A12AX","CALCIUM, COMBINATIONS WITH VITAMIN D AND/OR OTHER DRUGS","88:28.01*","VITAMINS & MINERALS"
"51481","","","88:29.00*","MINERALS"
"51482","","","88:29.00*","MINERALS"
"51488","","","88:29.00*","MINERALS"
"51489","R06AA02","DIPHENHYDRAMINE","56:22.08","ANTIHISTAMINES"
"5149","A11EA","VITAMIN B-COMPLEX, PLAIN","88:08.00","VITAMIN B COMPLEX"
"51490","A11JB","VITAMINS WITH MINERALS","88:28.01*","VITAMINS & MINERALS"
"51493","","","92:01.00*","HERBS AND NATURAL PRODUCTS"
"51494","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51495","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51496","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51497","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51498","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51499","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"5150","A11GA01","ASCORBIC ACID (VIT C)","88:12.00","VITAMIN C"
"51500","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51501","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51502","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51503","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51504","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51505","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51506","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51507","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51508","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51509","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51510","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51511","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51512","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51513","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51514","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51515","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51516","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51517","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51518","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51519","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51520","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51521","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51522","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51523","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51524","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51525","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51526","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51528","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51529","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"5153","B01AC07","DIPYRIDAMOLE","24:12.92","MISCELLANEOUS VASODILATATING AGENTS"
"51530","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51531","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51532","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51533","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51534","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51535","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51536","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51537","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51538","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51539","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"5154","R01BA52","PSEUDOEPHEDRINE, COMBINATIONS","04:04.20","PROPYLAMINE DERIVATIVES"
"5154","R01BA52","PSEUDOEPHEDRINE, COMBINATIONS","12:12.12","ALPHA-AND BETA-ADRENERGIC AGONISTS"
"51540","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51541","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51542","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51543","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51544","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51545","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51546","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51547","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51548","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51549","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"5155","G02CB01","BROMOCRIPTINE","28:36.20.04","ERGOT-DERIVATIVE DOPAMINE RECEPTOR AGONISTS"
"51550","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51551","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51552","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51553","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51554","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51555","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51556","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51557","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51558","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51559","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51560","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51561","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51562","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51563","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51564","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51565","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51566","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51567","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51568","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51569","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51570","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51571","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51572","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51573","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51574","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51575","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51576","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51577","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51578","A06AX01","GLYCEROL","56:12.00","CATHARTICS AND LAXATIVES"
"5158","A11EX","VITAMIN B-COMPLEX, OTHER COMBINATIONS","88:28.01*","VITAMINS & MINERALS"
"5159","A11JB","VITAMINS WITH MINERALS","88:28.01*","VITAMINS & MINERALS"
"51596","V07AB","SOLVENTS AND DILUTING AGENTS,INCL IRRIGAT SOLUT","40:50.00*","DILUENTS"
"51597","A12BA01","POTASSIUM CHLORIDE","88:29.00*","MINERALS"
"51598","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51599","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"5160","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)"
"51600","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51601","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51602","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51603","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51604","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51605","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51606","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51607","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51608","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51609","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)"
"5161","V07AV","TECHNICAL DISINFECTANTS","38:00.00","DISINFECTANTS (FOR AGENTS USED ON OBJECT)"
"51614","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51615","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51616","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51617","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51618","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51619","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51620","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51621","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51622","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51623","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51624","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51625","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51626","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51627","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51628","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51629","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51630","","","92:02.00*","HOMEOPATHIC PRODUCTS"
"51631","","","92:02.00*","HOMEOPATHIC PRODUCTS"
